PWM_Right,PWM_Left,RPM_Right,RPM_Left
150,150,0.0,0.0
150,150,0.0,0.0
150,150,0.0,0.0
150,150,0.0,0.0
150,150,0.0,0.0
150,150,0.0,0.0
150,150,0.0,0.0
150,150,117.94,228.57
150,150,192.86,178.57
150,150,164.29,157.14
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,150.0,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,157.14
150,150,157.14,150.0
150,150,150.0,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,150.0
150,150,150.0,157.14
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,142.86,150.0
150,150,157.14,157.14
150,150,150.0,150.0
150,150,150.0,157.14
150.0,150.0,150.0,153.21299999999997
